621,Martin Amis,1949/08/25,16077 Highway 280,Chelsea,AL,35043,0349714796
622,Parris N Glendening,1942/06/11,5100 Hwy 31,Calera,AL,35040,0828990104
623,Benazir Bhutto,1953/06/21,844 No Colony Road,Wallingford,CT,6492,0356179168
624,Sid Caesar,1922/09/08,844 No Colony Road,Wallingford,CT,6492,0942790085
625,John A Thain,1955/05/26,655 Boston Post Rd,Old Saybrook,CT,6475,0842785972
626,Hoshyar Zebari,1953/01/01,4538 Us Hwy 231,Wetumpka,AL,36092,0921411133
627,Reynolds Price,1933/02/01,30 Catskill,Catskill,NY,12414,0649027493
628,William Manchester,1922/04/01,280 Washington Street,Hudson,MA,1749,0118959775
629,Avi Shafran,NA,701 Mcmeans Ave,Bay Minette,AL,36507,0569786817
630,Yo-Yo Ma,1955/10/07,425 Route 31,Macedon,NY,14502,0446846247
631,Peggy Orenstein,1961/01/01,11697 US Hwy 431,Guntersville,AL,35976,0935585853
632,Richard C Shelby,1934/05/06,200 Otis Street,Northborough,MA,1532,0960119999
633,Jean Strouse,1945/01/01,3100 Hough Rd,Florence,AL,35630,0805826527
634,Mirella Freni,1935/02/27,16077 Highway 280,Chelsea,AL,35043,0803676066
635,Joseph Bernardin,1928/04/02,777 Brockton Avenue,Abington,MA,2351,0451194077
636,Gene C McKinney,1950/11/03,297 Grant Avenue,Auburn,NY,13021,0746913614
637,NA Mobutu Sese Seko,1930/10/14,8551 Whitfield Ave,Leeds,AL,35094,0420131536
638,Richard P Matsch,1930/01/01,2900 S Mem PkwyDrake Ave,Huntsville,AL,35801,0705030348
639,Paul Kariya,1974/10/16,180 North King Street,Northhampton,MA,1060,0039254350
640,David Boies,1941/03/11,601 Frank Stottile Blvd,Kingston,NY,12401,0209266645
641,Edwidge Danticat,1969/01/19,2465 Hempstead Turnpike,East Meadow,NY,11554,0954124447
642,Paul Kagame,1957/10/23,1095 Industrial Pkwy,Saraland,AL,36571,0265153178
643,King of Jordan Abdullah II,1962/01/30,8064 Brewerton Rd,Cicero,NY,13039,0531457504
644,Tim Russert,1950/05/07,600 Boll Weevil Circle,Enterprise,AL,36330,0068533948
645,Jim Leyland,1944/12/15,10040 County Road 48,Fairhope,AL,36533,0636917628
646,Ian Ayres,1959/01/01,161 Berlin Road,Cromwell,CT,6416,0576266837
647,Archibald Cox,1912/05/17,1100 New Haven Road,Naugatuck,CT,6770,0525861876
648,Jan Ullrich,1973/12/02,15445 Highway 24,Moulton,AL,35650,0797264268
649,Tony Gwynn,1960/05/09,701 Mcmeans Ave,Bay Minette,AL,36507,0056793345
650,F Scott Fitzgerald,1896/09/24,41301 US Hwy 280,Sylacauga,AL,35150,0064447225
651,John Edwards,1953/06/10,1775 Washington St,Hanover,MA,2339,0758448696
652,Mark B McClellan,1963/06/26,2465 Hempstead Turnpike,East Meadow,NY,11554,0126955747
653,Yasuo Fukuda,1936/07/16,579 Troy-Schenectady Road,Latham,NY,12110,0473628970
654,Peter Schickele,1935/07/17,1801 Hwy 78 East,Jasper,AL,35501,0359753784
655,Lee P Brown,1937/10/04,350 E Fairmount Ave,Lakewood,NY,14750,0411935138
656,August Strindberg,1849/01/22,474 Boston Post Road,North Windham,CT,6256,0586779851
657,Jim Yardley,1964/06/18,161 Centereach Mall,Centereach,NY,11720,0714391353
658,Malcolm Forbes,1919/08/19,3176 South Eufaula Avenue,Eufaula,AL,36027,0421234091
659,Ralph Branca,1926/01/06,2400 Route 9,Fishkill,NY,12524,0556457671
660,Grigory A Yavlinsky,1952/04/10,280 Washington Street,Hudson,MA,1749,0952833488
661,Dan Flavin,1933/04/01,6495 Atlanta Hwy,Montgomery,AL,36117,0873201955
662,Frances McDormand,1957/06/23,164 Danbury Rd,New Milford,CT,6776,0345019426
663,Amy Richards,1970/01/01,5033 Transit Road,Clarence,NY,14031,0623952482
664,Sidney Blumenthal,1948/11/06,337 Russell St,Hadley,MA,1035,0402981933
665,V Gene Robinson,1947/05/29,70 Pleasant Valley Street,Methuen,MA,1844,0657769522
666,Patricia Cornwell,1956/06/09,470 Route 211 East,Middletown,NY,10940,0447785258
667,Jim Fassel,1949/08/31,350 E Fairmount Ave,Lakewood,NY,14750,0907324735
668,Richard C Shelby,1934/05/06,3164 Berlin Turnpike,Newington,CT,6111,0359276582
669,Peter Gay,1923/06/20,555 Hubbard Ave-Suite 12,Pittsfield,MA,1201,0722357923
670,Tim Henman,1974/09/06,352 Palmer Road,Ware,MA,1082,0953887631
671,James Lapine,1949/01/10,170 Fort Morgan Road,Gulf Shores,AL,36542,0281560864
672,Sanford I Weill,1933/03/16,214 Haynes Street,Talladega,AL,35160,0614260015
673,Nick Faldo,1957/07/18,2400 Route 9,Fishkill,NY,12524,0786581428
674,Sean Wilentz,1951/02/20,742 Main Street,North Oxford,MA,1537,0750524854
675,Liv Ullmann,1938/12/16,103 North Caroline St,Herkimer,NY,13350,0187201902
676,Salvatore Gravano,1945/03/12,2465 Hempstead Turnpike,East Meadow,NY,11554,0142064357
677,Ted Danson,1947/12/29,233 5th Ave Ext,Johnstown,NY,12095,0113637747
678,Morton Feldman,1926/01/12,750 Middle Country Road,Middle Island,NY,11953,0137819714
679,Frank Langella,1938/01/01,8650 Madison Blvd,Madison,AL,35758,0792404508
680,Dmitri Shostakovich,1906/09/25,625 School Street,Putnam,CT,6260,0015290289
681,Dick Vermeil,1936/10/30,5919 Trussville Crossings Pkwy,Birmingham,AL,35235,0006910621
682,Ozzie Smith,1954/12/26,1970 S University Blvd,Mobile,AL,36609,0307809728
683,Louise M Slaughter,1929/08/14,150 Gold Star Hwy,Groton,CT,6340,0407147346
684,Michael Lind,1962/04/23,15445 Highway 24,Moulton,AL,35650,0524777509
685,Jerome Groopman,NA,100 Thruway Plaza,Cheektowaga,NY,14225,0158729864
686,Lawrence Phillips,1975/05/12,425 Route 31,Macedon,NY,14502,0429597575
687,Charles Kushner,1954/05/16,2780 John Hawkins Pkwy,Hoover,AL,35244,0164487819
688,Steven P Jobs,1955/02/24,352 Palmer Road,Ware,MA,1082,0524335762
689,Jon Voight,1938/12/29,1365 Boston Post Road,Milford,CT,6460,0113820178
690,Elisabeth Bumiller,1956/05/15,701 Mcmeans Ave,Bay Minette,AL,36507,0810290487
691,Mark McGwire,1963/10/01,550 Providence Hwy,Walpole,MA,2081,0954905619
692,Paul Begala,1961/05/12,901 Route 110,Farmingdale,NY,11735,0504313228
693,Gregory Peck,1916/04/05,1537 Hwy 231 South,Ozark,AL,36360,0141716197
694,Derrick Coleman,1967/06/21,1501 Hwy 14 East,Selma,AL,36703,0547325435
695,Hamid Karzai,1957/12/24,470 Route 211 East,Middletown,NY,10940,0161839605
696,Lakhdar Brahimi,1934/01/01,200 Sunrise Mall,Massapequa,NY,11758,0378477487
697,Jasper Johns,1930/05/15,41301 US Hwy 280,Sylacauga,AL,35150,0829193624
698,Julie Taymor,1952/12/15,3700 Hwy 280-431 N,Phenix City,AL,36867,0434040099
699,LaMont Jordan,1978/11/11,990 Route 5 20,Geneva,NY,14456,0219674404
700,Christopher Buckley,NA,5033 Transit Road,Clarence,NY,14031,0439499828
701,Jeff Maggert,1964/02/20,701 Mcmeans Ave,Bay Minette,AL,36507,0180017276
702,Emad al- Fayed,1955/04/15,2200 Sparkman Drive,Huntsville,AL,35810,0815107146
703,Khaled Meshal,1956/05/28,1000 State Route 36,Hornell,NY,14843,0348708045
704,Jerome Kerviel,1977/01/11,851 Ann St,Montgomery,AL,36107,0837093475
705,Ed Harris,1950/11/28,315 Foxon Blvd,New Haven,CT,6513,0946855790
706,Herman D Jr Farrell,1932/02/04,161 Centereach Mall,Centereach,NY,11720,0106112641
707,Guy V Molinari,1928/11/23,1415 7Th Street South,Clanton,AL,35045,0278150606
708,Don Casey,NA,3949 Route 31,Clay,NY,13041,0274096990
709,Dick Cheney,1941/01/30,41301 US Hwy 280,Sylacauga,AL,35150,0640101143
710,Leon E Panetta,1938/06/28,517 West Avalon Ave,Muscle Shoals,AL,35661,0792523767
711,Kate Spade,1962/12/24,288 Larkin,Monroe,NY,10950,0877557922
712,Kenneth Branagh,1960/12/10,5783 So Transit Road,Lockport,NY,14094,0383204796
713,Kenneth G Langone,1935/09/16,3801 Eastern Blvd,Montgomery,AL,36116,0080400768
714,Charlie Chaplin,1889/04/16,233 5th Ave Ext,Johnstown,NY,12095,0858111567
715,Bob Riley,1944/10/03,1625 Pelham South,Jacksonville,AL,36265,0184226472
716,Roger Ebert,1942/06/18,2643 Hwy 280 West,Alexander City,AL,35010,0120411973
717,NA Jiang Zemin,1926/08/17,555 East Main St,Orange,MA,1364,0093765101
718,Ricky Rudd,1956/09/12,101 South Beltline Highway,Mobile,AL,36606,0360578090
719,Bill Paxton,1955/05/17,250 Hartford Avenue,Bellingham,MA,2019,0671274032
720,Antonio McDyess,1974/09/07,1100 New Haven Road,Naugatuck,CT,6770,0341782072
721,Patricia Duff,1954/04/12,85 Crooked Hill Road,Commack,NY,11725,0559894619
722,Muhammad Fahim,1957/01/01,3700 Hwy 280-431 N,Phenix City,AL,36867,0659338721
723,James Earl Ray,1928/03/10,1000 State Route 36,Hornell,NY,14843,0008238663
724,Javier Solana,1942/07/14,145 Kelley Blvd,Millbrook,AL,36054,0281899089
725,William C Rhoden,1950/01/01,333 Main Street,Tewksbury,MA,1876,0961169019
726,Ismail Merchant,1936/12/25,901 Route 110,Farmingdale,NY,11735,0283308552
727,Irina Spirlea,1974/03/26,255 W Main St,Avon,CT,6001,0126271913
728,Niall Ferguson,1964/04/18,25737 US Rt 11,Evans Mills,NY,13637,0177463566
729,Ross Perot,1930/06/27,13675 Hwy 43,Russellville,AL,35653,0761423498
730,Helmut Kohl,1930/04/03,165 Vaughan Ln,Pell City,AL,35125,0842482665
731,Franklin Delano Roosevelt,1882/01/30,233 5th Ave Ext,Johnstown,NY,12095,0711155900
732,John Ashbery,1927/07/28,2643 Hwy 280 West,Alexander City,AL,35010,0050492937
733,Bruce Springsteen,1949/09/23,7100 Aaron Aronov Drive,Fairfield,AL,35064,0121037382
734,Alessandra Stanley,0003/01/01,890 Odum Road,Gardendale,AL,35071,0336266860
735,Tommy Maddox,1971/09/02,69 Prospect Hill Road,East Windsor,CT,6088,0604714160
736,Cindy Sherman,1954/01/19,141 Washington Ave Extension,Albany,NY,12205,0848513035
737,John Lukacs,1924/01/31,777 Brockton Avenue,Abington,MA,2351,0472547337
738,Leslie Moonves,1949/10/06,101 Sanford Farm Shpg Center,Amsterdam,NY,12010,0728684183
739,Neil Jordan,1950/02/25,2473 Hackworth Road,Adamsville,AL,35005,0861078014
740,Eugene A Ludwig,1946/04/11,844 No Colony Road,Wallingford,CT,6492,0179069427
741,Barack Obama,1961/08/04,2473 Hackworth Road,Adamsville,AL,35005,0747709688
742,Haile Gebrselassie,1973/04/18,214 Haynes Street,Talladega,AL,35160,0534883577
743,Asa Hutchinson,1950/12/03,1706 Military Street South,Hamilton,AL,35570,0870698309
744,Carlos Salinas de Gortari,1948/04/03,650 Main Ave,Norwalk,CT,6851,0333488118
745,David Letterman,1947/04/12,297 Grant Avenue,Auburn,NY,13021,0613171426
746,Samuel III Israel,1959/07/20,5560 Mcclellan Blvd,Anniston,AL,36206,0333637710
747,Virgil Thomson,1896/11/25,101 South Beltline Highway,Mobile,AL,36606,0427864852
748,Frank Stronach,1932/09/06,1818 State Route 3,Fulton,NY,13069,0146613499
749,Rasheed Wallace,1974/09/17,8650 Madison Blvd,Madison,AL,35758,0167084554
750,Golan Cipel,1968/01/01,235 Queen St,Southington,CT,6489,0412849631
751,Geoff Hoon,1953/12/06,139 Merchant Place,Cobleskill,NY,12043,0434441863
752,David Blaine,1973/04/04,901 Route 110,Farmingdale,NY,11735,0810590299
753,Kirby Puckett,1960/03/14,1706 Military Street South,Hamilton,AL,35570,0783642588
754,Roy Romer,1928/10/31,2473 Hackworth Road,Adamsville,AL,35005,0540254344
755,John McEnroe,1959/02/16,280 Washington Street,Hudson,MA,1749,0027688016
756,Fay Vincent,1938/05/29,139 Merchant Place,Cobleskill,NY,12043,0097169238
757,Thomas Mallon,1951/11/02,700 Oak Street,Brockton,MA,2301,0383007619
758,Hermann Maier,1972/12/07,233 5th Ave Ext,Johnstown,NY,12095,0714482160
759,Jim Dwyer,NA,297 Grant Avenue,Auburn,NY,13021,0728674293
760,Jim Thome,1970/08/27,301 Massachusetts Ave,Lunenburg,MA,1462,0543787538
761,Marcel Duchamp,1887/07/28,337 Russell St,Hadley,MA,1035,0881042844
762,Robert B Reich,1946/06/24,2473 Hackworth Road,Adamsville,AL,35005,0990050596
763,Abner Louima,1966/01/01,8064 Brewerton Rd,Cicero,NY,13039,0041877170
764,Carlos Moya,1976/08/27,92 Plaza Lane,Oxford,AL,36203,0281257464
765,Murray Sabrin,1946/12/21,11610 Memorial Pkwy South,Huntsville,AL,35803,0863266303
766,Glenn Foley,1970/10/10,579 Troy-Schenectady Road,Latham,NY,12110,0002908925
767,Lloyd C Blankfein,1954/09/20,100 Charlton Road,Sturbridge,MA,1566,0925812056
768,Andre Agassi,1970/04/29,7855 Moffett Rd,Semmes,AL,36575,0811990983
769,Ibrahim Rugova,1944/12/02,872 Route 13,Cortlandville,NY,13045,0297388326
770,Dusty Baker,1949/06/15,1300 Gilmer Ave,Tallassee,AL,36078,0295873282
771,Wayne Wang,1949/01/12,9248 Parkway East,Birmingham,AL,35206,0701008839
772,Eric E Schmidt,1955/04/27,41 Anawana Lake Road,Monticello,NY,12701,0804619538
773,John Herbers,1923/11/04,973 Gilbert Ferry Road Se,Attalla,AL,35954,0086304977
774,Roberto Kelly,1964/10/01,2900 Pepperrell Pkwy,Opelika,AL,36801,0698171206
775,Joseph R Jr Biden,1942/11/20,10710 Chantilly Pkwy,Montgomery,AL,36117,0118534231
776,Larry Kramer,1935/06/25,900 Boston Post Road,Guilford,CT,6437,0181220486
777,Truman Capote,1924/09/30,3176 South Eufaula Avenue,Eufaula,AL,36027,0733781178
778,John Travolta,1954/02/18,340 East Meighan Blvd,Gadsden,AL,35903,0818495800
779,Annika Sorenstam,1970/10/09,2575 Us Hwy 43,Winfield,AL,35594,0308086575
780,Thomas R Suozzi,1962/08/31,170 Fort Morgan Road,Gulf Shores,AL,36542,0110903402
781,Philip Caputo,1941/06/10,2453 2Nd Avenue East,Oneonta,AL,35121,0558977188
782,Jason Robards,1922/07/26,1501 Hwy 14 East,Selma,AL,36703,0014689474
783,Miguel Estrada,1961/09/25,2200 South Mckenzie St,Foley,AL,36535,0372041319
784,Adam Hochschild,1942/01/01,685 Schillinger Rd,Mobile,AL,36695,0051274909
785,Douglas Brinkley,1960/12/14,141 Washington Ave Extension,Albany,NY,12205,0078109952
786,Christian Bale,1974/01/30,1501 Skyland Blvd E,Tuscaloosa,AL,35405,0592719355
787,David Saint,1953/01/01,3191 County rd 10,Canandaigua,NY,14424,0672149066
788,Benazir Bhutto,1953/06/21,155 Waterford Parkway No,Waterford,CT,6385,0956746606
789,Fred Astaire,1899/05/10,1608 W Magnolia Ave,Geneva,AL,36340,0523619057
790,John Darnton,1941/11/20,625 School Street,Putnam,CT,6260,0550388650
791,Jack Hitt,NA,101 South Beltline Highway,Mobile,AL,36606,0099119183
792,Penelope Cruz,1974/04/28,1300 Montgomery Highway,Vestavia Hills,AL,35216,0067130507
793,Alec Guinness,1914/04/02,3222 State Rt 11,Malone,NY,12953,0081312464
794,Philippe de Montebello,1936/05/16,872 Route 13,Cortlandville,NY,13045,0248257378
795,Richard C Notebaert,1947/01/01,6265 Brockport Spencerport Rd,Brockport,NY,14420,0710563389
796,William Safire,1929/12/17,297 Grant Avenue,Auburn,NY,13021,0154251617
797,Mick Jagger,1943/07/26,150 Barnum Avenue Cutoff,Stratford,CT,6614,0936497160
798,Ron Paul,1935/08/20,750 Middle Country Road,Middle Island,NY,11953,0854479307
799,James Risen,1955/01/01,5100 Hwy 31,Calera,AL,35040,0700161833
800,Geno Auriemma,1954/03/23,777 Brockton Avenue,Abington,MA,2351,0710895199
801,Jack Abramoff,1958/02/28,2453 2Nd Avenue East,Oneonta,AL,35121,0834861359
802,Mahathir Mohamad,1925/07/10,15445 Highway 24,Moulton,AL,35650,0849344768
803,Tracy McGrady,1979/05/24,3133 E Main St,Mohegan Lake,NY,10547,0802537259
804,James K Galbraith,1952/01/29,6140A Univ Drive,Huntsville,AL,35806,0091162336
805,Bette Midler,1945/12/01,1470 S Washington St,North Attleboro,MA,2760,0005232356
806,Marat Safin,1980/01/27,591 Memorial Dr,Chicopee,MA,1020,0640090688
807,Fuzzy Zoeller,1951/11/11,209 Lakeshore Parkway,Homewood,AL,35209,0180979497
808,Bobby Valentine,1950/05/13,141 Washington Ave Extension,Albany,NY,12205,0482028625
809,Robert D McFadden,1937/01/01,72 Main St,North Reading,MA,1864,0867085574
810,Peter Laviolette,1964/12/07,844 No Colony Road,Wallingford,CT,6492,0140758625
811,Brian Friel,1929/01/09,165 Vaughan Ln,Pell City,AL,35125,0305804606
812,Bernadine Healy,1944/08/04,2055 Niagara Falls Blvd,Amherst,NY,14228,0076958393
813,Ramzan Kadyrov,1976/10/05,312 Palisades Blvd,Birmingham,AL,35209,0728313603
814,Elizabeth Crow,1946/07/29,2055 Niagara Falls Blvd,Amherst,NY,14228,0502420281
815,Hank Aaron,1934/02/05,1450 No Brindlee Mtn Pkwy,Arab,AL,35016,0302710961
816,Garry Marshall,1934/11/13,1100 New Haven Road,Naugatuck,CT,6770,0181472799
817,Jeromy Burnitz,1969/04/15,6265 Brockport Spencerport Rd,Brockport,NY,14420,0416767030
818,Amadou Diallo,1975/09/02,66-4 Parkhurst Rd,Chelmsford,MA,1824,0063203007
819,Anne Frank,1929/06/12,101 Sanford Farm Shpg Center,Amsterdam,NY,12010,0819188458
820,Shaul Mofaz,1948/11/04,5100 Hwy 31,Calera,AL,35040,0246228129
821,Barbara S Jones,1947/01/01,1365 Boston Post Road,Milford,CT,6460,0409961352
822,Jim Guy Tucker,1943/06/13,92 Plaza Lane,Oxford,AL,36203,0082108465
823,Zalmay Khalilzad,1951/03/22,7855 Moffett Rd,Semmes,AL,36575,0734858976
824,Bobby Fischer,1943/03/09,101 Sanford Farm Shpg Center,Amsterdam,NY,12010,0615621308
825,Richard J Durbin,1944/11/21,72 Main St,North Reading,MA,1864,0436255704
826,Tyler Perry,1969/09/13,350 E Fairmount Ave,Lakewood,NY,14750,0283924015
827,Amy Winehouse,1983/09/14,41301 US Hwy 280,Sylacauga,AL,35150,0412524166
828,Vladimir Kramnik,1975/06/25,85 Crooked Hill Road,Commack,NY,11725,0170935724
829,Kenneth W Starr,1946/07/21,600 Boll Weevil Circle,Enterprise,AL,36330,0896974129
830,Nadja Salerno-Sonnenberg,1961/01/10,2900 S Mem PkwyDrake Ave,Huntsville,AL,35801,0503409476
831,Tom Coughlin,1946/08/31,8064 Brewerton Rd,Cicero,NY,13039,0033408484
832,Walter Payton,1954/07/25,3005 Cranberry Hwy Rt 6 28,Wareham,MA,2538,0114714621
833,David Saint,1953/01/01,1970 S University Blvd,Mobile,AL,36609,0996298845
834,Christiane Amanpour,1958/01/12,4206 N College Ave,Jackson,AL,36545,0514756445
835,John Williams,1932/02/08,2041 Douglas Avenue,Brewton,AL,36426,0937691337
836,Keith Olbermann,1959/01/27,3700 Hwy 280-431 N,Phenix City,AL,36867,0543011682
837,Vin Baker,1971/11/23,700 Oak Street,Brockton,MA,2301,0846866605
838,Julie Taymor,1952/12/15,830 Curran Memorial Hwy,North Adams,MA,1247,0563559918
839,Leonid Kuchma,1938/08/09,1400 Farmington Ave,Bristol,CT,6010,0114515983
840,Susan Molinari,1958/03/27,4538 Us Hwy 231,Wetumpka,AL,36092,0148611333
841,Avigdor Lieberman,1958/06/05,901 Route 110,Farmingdale,NY,11735,0471184641
842,Nicolai Ouroussoff,1962/10/03,34301 Hwy 43,Thomasville,AL,36784,0765519975
843,William Shakespeare,1564/01/01,474 Boston Post Road,North Windham,CT,6256,0337859086
844,Keith Reddin,1956/07/07,550 Providence Hwy,Walpole,MA,2081,0077389109
845,Sissy Spacek,1949/12/25,8551 Whitfield Ave,Leeds,AL,35094,0049372315
846,Rafik Hariri,1944/11/01,5783 So Transit Road,Lockport,NY,14094,0555852436
847,Joshua Redman,1969/02/01,1818 State Route 3,Fulton,NY,13069,0517900452
848,Zigmund Palffy,1972/05/05,540 West Bypass,Andalusia,AL,36420,0516704174
849,Margo Jefferson,1947/10/17,506 State Road,North Dartmouth,MA,2747,0067790106
850,Audra McDonald,1970/07/03,13858 Rt 31 W,Albion,NY,14411,0819799106
851,Tom Colicchio,1962/08/15,3176 South Eufaula Avenue,Eufaula,AL,36027,0178119013
852,Cornel West,1953/06/02,69 Prospect Hill Road,East Windsor,CT,6088,0394160386
853,Tommy Maddox,1971/09/02,1801 Hwy 78 East,Jasper,AL,35501,0881497497
854,NA Toure,NA,350 E Fairmount Ave,Lakewood,NY,14750,0289459554
855,Takashi Murakami,1962/01/01,6438 Basile Rowe,East Syracuse,NY,13057,0925043652
856,Ernesto Samper,1950/08/03,2900 Pepperrell Pkwy,Opelika,AL,36801,0095490718
857,Felipe Alou,1935/05/12,680 Connecticut Avenue,Norwalk,CT,6854,0629352370
858,Beth Henley,1952/05/08,24833 Johnt Reidprkw,Scottsboro,AL,35768,0227863039
859,Jeff Hostetler,1961/04/22,1201 Hwy 31 NW,Hartselle,AL,35640,0979371288
860,Lynn Sherr,1942/03/04,910 Wolcott St,Waterbury,CT,6705,0054531742
861,Merv Griffin,1925/07/06,250 Hartford Avenue,Bellingham,MA,2019,0777537202
862,Art Howe,1946/12/15,1706 Military Street South,Hamilton,AL,35570,0893244949
863,NA Benedict XVI,1927/04/16,777 Brockton Avenue,Abington,MA,2351,0965629209
864,Alan Garcia,1949/05/23,220 Salem Turnpike,Norwich,CT,6360,0235871756
865,Kathie Lee Gifford,1953/08/16,4133 Veterans Memorial Drive,Batavia,NY,14020,0721954443
866,Tito Puente,1923/04/20,85 Crooked Hill Road,Commack,NY,11725,0015284967
867,Samuel Ramey,1942/03/28,27520 Hwy 98,Daphne,AL,36526,0216167475
868,NA Lee Kuan Yew,1923/09/16,4975 Transit Rd,Lancaster,NY,14086,0187270016
869,Danny Aiello,1933/06/20,55 Brooksby Village Way,Danvers,MA,1923,0117913637
870,Charles L Mee,1938/09/15,100 Elm Ridge Center Dr,Greece,NY,14626,0900717176
871,Anthony Ramon Baez,1965/01/01,910 Wolcott St,Waterbury,CT,6705,0018434620
872,Richard M Kessel,NA,340 East Meighan Blvd,Gadsden,AL,35903,0883765838
873,Leah Rabin,1928/04/08,4300 Lakeville Road,Geneseo,NY,14454,0341806506
874,Ben Stein,1944/11/25,15445 Highway 24,Moulton,AL,35650,0423206679
875,Danny DeVito,1944/11/17,625 School Street,Putnam,CT,6260,0895385352
876,Tom Delay,1947/04/08,990 Route 5 20,Geneva,NY,14456,0685832187
877,Richard Jefferson,1980/06/21,3371 S Alabama Ave,Monroeville,AL,36460,0988036819
878,Peter Pace,1945/11/05,1201 Rt 300,Newburgh,NY,12550,0274609409
879,Alison Lurie,1926/09/03,121 Worcester Rd,Framingham,MA,1701,0173264508
880,Alan M Dershowitz,1938/09/01,1501 Skyland Blvd E,Tuscaloosa,AL,35405,0420233668
881,Florence Griffith Joyner,1959/12/21,250 Rt 59,Airmont,NY,10901,0284524796
882,Charlie LeDuff,1966/01/01,2473 Hackworth Road,Adamsville,AL,35005,0828324636
883,Ronald O Perelman,1943/01/01,280 Washington Street,Hudson,MA,1749,0868993670
884,Tracey Ullman,1959/12/30,2055 Niagara Falls Blvd,Amherst,NY,14228,0903800674
885,Annika Sorenstam,1970/10/09,5100 Hwy 31,Calera,AL,35040,0061471369
886,Katha Pollitt,1949/10/14,3164 Berlin Turnpike,Newington,CT,6111,0261681751
887,John Allen Muhammad,1960/12/31,200 Dutch Meadows Ln,Glenville,NY,12302,0556030356
888,Barbara Bonney,1956/04/14,3133 E Main St,Mohegan Lake,NY,10547,0903278509
889,David Berkowitz,1953/06/01,680 Connecticut Avenue,Norwalk,CT,6854,0138527929
890,James Brown,1933/05/03,150 Springville Station Blvd,Springville,AL,35146,0222014147
891,Lynn Redgrave,1943/03/08,255 W Main St,Avon,CT,6001,0821935067
892,Tom Tancredo,1945/12/20,3186 Hwy 171 North,Fayette,AL,35555,0372745919
893,Alan Cumming,1965/01/27,1105 Boston Road,Springfield,MA,1119,0120447163
894,Bernard Hopkins,1965/01/15,973 Gilbert Ferry Road Se,Attalla,AL,35954,0810352475
895,Malcolm Forbes,1919/08/19,330 Sutton Rd,Huntsville,AL,35763,0878134052
896,Michael Peca,1974/03/26,10675 Hwy 5,Brent,AL,35034,0677245326
897,Judith S Kaye,1938/08/04,5399 W Genesse St,Camillus,NY,13031,0233121039
898,Walter Cronkite,1916/11/04,10710 Chantilly Pkwy,Montgomery,AL,36117,0366489926
899,Robert Francis Kennedy,1925/11/20,11610 Memorial Pkwy South,Huntsville,AL,35803,0230106419
900,Hiram Monserrate,1967/07/12,30 Catskill,Catskill,NY,12414,0586375899
901,Paul Lustig Dunkel,NA,279 Troy Road,East Greenbush,NY,12061,0996078848
902,Patsy Ramsey,1956/12/29,601 Frank Stottile Blvd,Kingston,NY,12401,0200765543
903,Alfred Schnittke,1934/11/24,4133 Veterans Memorial Drive,Batavia,NY,14020,0173919639
904,William F Schulz,NA,4538 Us Hwy 231,Wetumpka,AL,36092,0294426904
905,Jacques Pepin,1935/12/18,630 Coonial Promenade Pkwy,Alabaster,AL,35007,0418071895
906,Michael Specter,1955/01/01,555 East Main St,Orange,MA,1364,0205544121
907,Lucille Ball,1911/08/06,1105 Boston Road,Springfield,MA,1119,0119893173
908,Joseph Estrada,1937/04/19,3018 East Ave,Central Square,NY,13036,0588394914
909,Conchita Martinez,1972/04/16,4310 Montgomery Hwy,Dothan,AL,36303,0131281862
910,Paul Rudnick,1957/12/29,474 Boston Post Road,North Windham,CT,6256,0788727868
911,Randy Johnson,1963/09/10,1450 No Brindlee Mtn Pkwy,Arab,AL,35016,0465600022
912,Dov Hikind,1950/06/30,255 W Main St,Avon,CT,6001,0643856081
913,M Night Shyamalan,1970/08/06,139 Merchant Place,Cobleskill,NY,12043,0336605861
914,Ryan Newman,1977/12/08,10401 Bennett Road,Fredonia,NY,14063,0272924618
915,Charles Oakley,1963/12/18,990 Route 5 20,Geneva,NY,14456,0489786935
916,Ruth Reichl,1948/01/16,6350 Cottage Hill Road,Mobile,AL,36609,0061260685
917,Hassan Nasrallah,1960/08/31,150 Gold Star Hwy,Groton,CT,6340,0163551520
918,Jack Straw,1946/08/03,100 Elm Ridge Center Dr,Greece,NY,14626,0838901536
919,Samuel A Jr Alito,1950/04/01,36 Paramount Drive,Raynham,MA,2767,0409314557
920,Derek Jeter,1974/06/26,3018 East Ave,Central Square,NY,13036,0096719326
921,Kim Basinger,1953/12/08,11 Jungle Road,Leominster,MA,1453,0635832884
922,John C Bogle,1929/05/08,101 South Beltline Highway,Mobile,AL,36606,0647825940
923,Kirk Fordice,1934/02/10,650 Main Ave,Norwalk,CT,6851,0233689011
924,Peter S Kalikow,1942/12/01,72 Main St,North Reading,MA,1864,0544902206
925,Edward Teller,1908/01/15,425 Route 31,Macedon,NY,14502,0306656191
926,Mark Brokaw,NA,3700 Hwy 280-431 N,Phenix City,AL,36867,0933984810
927,NA Zhu Rongji,1928/10/01,300 Colony Place,Plymouth,MA,2360,0911160707
928,Ed Harris,1950/11/28,103 North Caroline St,Herkimer,NY,13350,0469736284
929,Howard Golden,1925/01/01,3133 E Main St,Mohegan Lake,NY,10547,0182048679
930,Tubby Smith,1951/06/30,262 Swansea Mall Dr,Swansea,MA,2777,0183741691
